Calling Number,Called Number,Start Time,Duration (sec),Call Type,IMEI,IMSI,Cell Tower ID
+919868125346,+919886183416,2026-07-21 11:28:22,176,VOICE,86043104866243,404455128056149,CGI-404-45-11009-6584
+919831636323,+919816127655,2026-07-21 12:08:01,207,VOICE,86043104297292,404453240059830,CGI-404-45-11009-8644
+919847538529,+919892700598,2026-07-21 12:41:00,0,DATA,86043104768768,404452956890282,CGI-404-45-11009-3633
+919831636323,+919841221207,2026-07-21 12:55:12,188,VOICE,86043104617825,404459467455129,CGI-404-45-11009-2553
+919872631643,+919846294375,2026-07-21 13:12:56,148,VOICE,86043104761018,404454328070224,CGI-404-45-11009-9050
+919885777327,+919886183416,2026-07-21 13:26:27,298,VOICE,86043104102694,404459488132336,CGI-404-45-11009-5382
+919876543210,+919123456789,2026-07-21 13:41:53,176,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
+919845269406,+919892700598,2026-07-21 14:21:48,35,VOICE,86043104191597,404457452194164,CGI-404-45-11009-3633
+919831636323,+919846974050,2026-07-21 14:43:09,51,VOICE,86043104904769,404458551959921,CGI-404-45-11009-6584
+919844447836,+919810459204,2026-07-21 15:03:58,164,VOICE,86043104738369,404455490478112,CGI-404-45-11009-2170
+919831636323,+919865384622,2026-07-21 15:21:20,269,VOICE,86043104293861,404452525459287,CGI-404-45-11009-4132
+919846294375,+919885777327,2026-07-21 16:06:43,0,SMS,86043104962020,404456018326339,CGI-404-45-11009-6584
+919868125346,+919846974050,2026-07-21 16:25:12,0,SMS,86043104819825,404452502283404,CGI-404-45-11009-9050
+919811661391,+919872631643,2026-07-21 16:58:47,233,VOICE,86043104427351,404454801907542,CGI-404-45-11009-3633
+919886183416,+919872631643,2026-07-21 17:15:08,278,VOICE,86043104132714,404455688442023,CGI-404-45-11009-3633
+919875196033,+919811661391,2026-07-21 17:30:20,105,VOICE,86043104602237,404459380013042,CGI-404-45-11009-2170
+919868125346,+919894141963,2026-07-21 18:13:06,155,VOICE,86043104973501,404451356147587,CGI-404-45-11009-4768
+919841221207,+919847538529,2026-07-21 18:51:23,0,DATA,86043104687884,404456570726997,CGI-404-45-11009-4768
+919876543210,+919846974050,2026-07-21 18:57:41,422,VOICE,359871109988776,404459876543210,CGI-404-45-11009-1122
